ano,cod_produto,produto,uf,estado,municipio,qtd_produzida_ton,area_colhida_ha,valor_producao_reais
2018,41176,Tangerina,RJ,Rio de Janeiro,Petrópolis,6559,106,6705473
2019,41176,Tangerina,RJ,Rio de Janeiro,Petrópolis,6890,,5281588
2020,41176,Tangerina,RJ,Rio de Janeiro,Petrópolis,7297,102,11155969
2021,41176,Tangerina,RJ,Rio de Janeiro,PETRÓPOLIS,7311,114,6182916
2022,41176,Tangerina,RJ,Rio de Janeiro,Petrópolis,8053,99,12956709
2023,41176,Tangerina,RJ,Rio de Janeiro,Petrópolis,7771,112,8567086
2015,41160,Pomelo,RJ,Rio de Janeiro,Petrópolis,212,66,313788
2016,41160,Pomelo,RJ,Rio de Janeiro,Petrópolis,212,68,215125
2017,41160,Pomelo,RJ,Rio de Janeiro,PETRÓPOLIS,214,,324161
2018,41160,Pomelo,RJ,Rio de Janeiro,Petrópolis,187,59,189184
2019,41160,Pomelo,RJ,Rio de Janeiro,Petrópolis,213,66,414375
2020,41160,Pomelo,RJ,Rio de Janeiro,PETRÓPOLIS,193,58,377465
2021,41160,Pomelo,RJ,Rio de Janeiro,Petrópolis,205,71,
2022,41160,Pomelo,RJ,Rio de Janeiro,Petrópolis,238,60,432744
2023,41160,Pomelo,RJ,Rio de Janeiro,Petrópolis,197,58,194794
2015,41151,Laranja,RJ,Rio de Janeiro,Volta Redonda,9131,243,8957802
2016,41151,Laranja,RJ,Rio de Janeiro,Volta Redonda,9487,244,5663926
2017,41151,Laranja,RJ,Rio de Janeiro,Volta Redonda,11889,261,6140610
2018,41151,Laranja,RJ,Rio de Janeiro,VOLTA REDONDA,10673,244,10247863
2019,41151,Laranja,RJ,Rio de Janeiro,Volta Redonda,11816,,5002522
2020,41151,Laranja,RJ,Rio de Janeiro,Volta Redonda,10145,284,11713191
2021,41151,Laranja,RJ,Rio de Janeiro,Volta Redonda,10935,286,12508195
2022,41151,Laranja,RJ,Rio de Janeiro,Volta Redonda,11354,267,6133759
2023,41151,Laranja,RJ,Rio de Janeiro,Volta Redonda,11805,264,13341791
2015,41155,Limão,RJ,Rio de Janeiro,Volta Redonda,1801,100,3158000
2016,41155,Limão,RJ,Rio de Janeiro,Volta Redonda,1887,106,2653107
2017,41155,Limão,RJ,Rio de Janeiro,VOLTA REDONDA,-,110,2581584
2018,41155,Limão,RJ,Rio de Janeiro,Volta Redonda,,119,2316582
2019,41155,Limão,RJ,Rio de Janeiro,Volta Redonda,1640,113,1876012
2020,41155,Limão,RJ,Rio de Janeiro,Volta Redonda,1454,106,1165326
2021,41155,Limão,RJ,Rio de Janeiro,Volta Redonda,1929,99,2123443
2022,41155,Limão,RJ,Rio de Janeiro,Volta Redonda,1519,111,1757296
2023,41155,Limão,RJ,Rio de Janeiro,Volta Redonda,1876,115,2521541
2015,41176,Tangerina,RJ,Rio de Janeiro,Volta Redonda,5179,99,6401849
2016,41176,Tangerina,RJ,Rio de Janeiro,VOLTA REDONDA,4921,100,5281469
2017,41176,Tangerina,RJ,Rio de Janeiro,Volta Redonda,,103,7382565
2018,41176,Tangerina,RJ,Rio de Janeiro,Volta Redonda,5009,106,5375217
2019,41176,Tangerina,RJ,Rio de Janeiro,Volta Redonda,4825,110,6443811
2020,41176,Tangerina,RJ,Rio de Janeiro,Volta Redonda,4276,111,6260625
2021,41176,Tangerina,RJ,Rio de Janeiro,Volta Redonda,5276,94,3808311
2022,41176,Tangerina,RJ,Rio de Janeiro,Volta Redonda,4906,112,5570417
2023,41176,Tangerina,RJ,Rio de Janeiro,VOLTA REDONDA,5261,109,10309703
2015,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1012,,1199403
2016,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1252,,1605187
2017,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1143,214,919789
2018,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1211,226,2370845
2019,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1098,223,1857256
2020,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1264,231,2379440
2021,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1338,230,2268337
2022,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1367,252,2102599
2023,41160,Pomelo,RJ,Rio de Janeiro,Volta Redonda,1079,231,2001397
2015,41151,Laranja,RJ,Rio de Janeiro,ANGRA DOS REIS,11876,1154,5455160
2016,41151,Laranja,RJ,Rio de Janeiro,Angra dos Reis,10227,,8566908
2017,41151,Laranja,RJ,Rio de Janeiro,ANGRA DOS REIS,11069,1090,6184670
2018,41151,Laranja,RJ,Rio de Janeiro,Angra dos Reis,10319,1250,8394025
2019,41151,Laranja,RJ,Rio de Janeiro,Angra dos Reis,,1094,7065195
2020,41151,Laranja,RJ,Rio de Janeiro,Angra dos Reis,11961,1184,13471567
2021,41151,Laranja,RJ,Rio de Janeiro,Angra dos Reis,11104,1213,8902786
2022,41151,Laranja,RJ,Rio de Janeiro,Angra dos Reis,12508,1082,11598527
2023,41151,Laranja,RJ,Rio de Janeiro,Angra dos Reis,,1107,9083090
2015,41155,Limão,RJ,Rio de Janeiro,ANGRA DOS REIS,426,251,521067
2016,41155,Limão,RJ,Rio de Janeiro,Angra dos Reis,390,251,386688
2017,41155,Limão,RJ,Rio de Janeiro,Angra dos Reis,422,263,802852
2018,41155,Limão,RJ,Rio de Janeiro,Angra dos Reis,454,250,449530
2019,41155,Limão,RJ,Rio de Janeiro,Angra dos Reis,459,259,891379
2020,41155,Limão,RJ,Rio de Janeiro,Angra dos Reis,493,249,759730
2021,41155,Limão,RJ,Rio de Janeiro,Angra dos Reis,395,292,646051
2022,41155,Limão,RJ,Rio de Janeiro,angra dos reis,408,249,319621
2023,41155,Limão,RJ,Rio de Janeiro,Angra dos Reis,390,252,721566
2015,41176,Tangerina,RJ,Rio de Janeiro,Angra dos Reis,5881,102,7585580
2016,41176,Tangerina,RJ,Rio de Janeiro,Angra dos Reis,6726,96,4263734
2017,41176,Tangerina,RJ,Rio de Janeiro,Angra dos Reis,7019,115,13522076
2018,41176,Tangerina,RJ,Rio de Janeiro,Angra dos Reis,7195,110,7033951
2019,41176,Tangerina,RJ,Rio de Janeiro,Angra dos Reis,6104,104,5539951
2020,41176,Tangerina,RJ,Rio de Janeiro,ANGRA DOS REIS,5523,,10143504
2021,41176,Tangerina,RJ,Rio de Janeiro,Angra dos Reis,7116,109,7180393
2022,41176,Tangerina,RJ,Rio de Janeiro,Angra dos Reis,5710,116,5124855
2023,41176,Tangerina,RJ,Rio de Janeiro,angra dos reis,7220,110,10449887
2015,41160,Pomelo,RJ,Rio de Janeiro,Angra dos Reis,844,385,844385
2016,41160,Pomelo,RJ,Rio de Janeiro,Angra dos Reis,777,382,1373363
2017,41160,Pomelo,RJ,Rio de Janeiro,ANGRA DOS REIS,904,409,1015988
2018,41160,Pomelo,RJ,Rio de Janeiro,Angra dos Reis,902,361,679760
2019,41160,Pomelo,RJ,Rio de Janeiro,Angra dos Reis,809,342,1563248
2020,41160,Pomelo,RJ,Rio de Janeiro,Angra dos Reis,834,343,572132
2021,41160,Pomelo,RJ,Rio de Janeiro,Angra dos Reis,724,364,963945
2022,41160,Pomelo,RJ,Rio de Janeiro,Angra dos Reis,760,343,500754
2023,41160,Pomelo,RJ,Rio de Janeiro,Angra dos Reis,785,,1367390
2015,41151,Laranja,ES,Espírito Santo,Vitória,18596,1673,20789699
2016,41151,Laranja,ES,Espírito Santo,Vitória,14232,1769,16256849
2017,41151,Laranja,ES,Espírito Santo,Vitória,16240,1938,12193521
2018,41151,Laranja,ES,Espírito Santo,Vitória,-,1651,10687435
2019,41151,Laranja,ES,Espírito Santo,Vitória,14091,1762,9324285
2020,41151,Laranja,ES,Espírito Santo,Vitória,16818,1851,16967136
2021,41151,Laranja,ES,Espírito Santo,Vitória,17876,1811,15152527
2022,41151,Laranja,ES,Espírito Santo,Vitória,16319,1952,6583743
2023,41151,Laranja,ES,Espírito Santo,Vitória,18538,1804,14518811
2015,41155,Limão,ES,Espírito Santo,Vitória,1571,249,1304635
2016,41155,Limão,ES,Espírito Santo,Vitória,1197,,2089313
2017,41155,Limão,ES,Espírito Santo,Vitória,1530,215,1896208
2018,41155,Limão,ES,Espírito Santo,Vitória,1415,236,2328599
2019,41155,Limão,ES,Espírito Santo,VITÓRIA,1516,,1979192
2020,41155,Limão,ES,Espírito Santo,Vitória,1616,222,1078308
2021,41155,Limão,ES,Espírito Santo,Vitória,1295,247,870966
2022,41155,Limão,ES,Espírito Santo,Vitória,1238,244,2351070
2023,41155,Limão,ES,Espírito Santo,vitória,1245,232,1810079
2015,41176,Tangerina,ES,Espírito Santo,Vitória,5902,844,
2016,41176,Tangerina,ES,Espírito Santo,Vitória,6364,897,12237761
2017,41176,Tangerina,ES,Espírito Santo,Vitória,5031,872,3914408
2018,41176,Tangerina,ES,Espírito Santo,Vitória,5499,816,5489758
2019,41176,Tangerina,ES,Espírito Santo,Vitória,-,,11018178
2020,41176,Tangerina,ES,Espírito Santo,Vitória,4684,840,3692727
2021,41176,Tangerina,ES,Espírito Santo,Vitória,5277,832,7276074
2022,41176,Tangerina,ES,Espírito Santo,Vitória,5559,770,4789898
2023,41176,Tangerina,ES,Espírito Santo,Vitória,6426,875,12169417
2015,41160,Pomelo,ES,Espírito Santo,Vitória,128,171,165478
2016,41160,Pomelo,ES,Espírito Santo,Vitória,139,157,134749
2017,41160,Pomelo,ES,Espírito Santo,vitória,124,165,
2018,41160,Pomelo,ES,Espírito Santo,Vitória,138,163,235410
2019,41160,Pomelo,ES,Espírito Santo,Vitória,131,167,152078
2020,41160,Pomelo,ES,Espírito Santo,Vitória,135,168,240707
2021,41160,Pomelo,ES,Espírito Santo,VITÓRIA,,168,84271
2022,41160,Pomelo,ES,Espírito Santo,VITÓRIA,145,143,87720
2023,41160,Pomelo,ES,Espírito Santo,Vitória,149,171,137511
2015,41151,Laranja,ES,Espírito Santo,Serra,7407,1514,4326370
2016,41151,Laranja,ES,Espírito Santo,Serra,7605,1447,6289575
2017,41151,Laranja,ES,Espírito Santo,Serra,7298,1484,4955576
2018,41151,Laranja,ES,Espírito Santo,Serra,6437,1466,2594089
2019,41151,Laranja,ES,Espírito Santo,Serra,5937,1434,4979861
2020,41151,Laranja,ES,Espírito Santo,Serra,7968,1509,7131257
2021,41151,Laranja,ES,Espírito Santo,SERRA,6172,1455,3618177
2022,41151,Laranja,ES,Espírito Santo,Serra,7510,1451,5922817
2023,41151,Laranja,ES,Espírito Santo,Serra,6139,1488,6436085
2015,41155,Limão,ES,Espírito Santo,Serra,731,63,1338268
2016,41155,Limão,ES,Espírito Santo,Serra,823,,1086864
2017,41155,Limão,ES,Espírito Santo,Serra,730,60,1272997
2018,41155,Limão,ES,Espírito Santo,Serra,972,55,979783
2019,41155,Limão,ES,Espírito Santo,Serra,878,61,713999
2020,41155,Limão,ES,Espírito Santo,Serra,758,62,1473119
2021,41155,Limão,ES,Espírito Santo,Serra,787,65,592693
2022,41155,Limão,ES,Espírito Santo,Serra,968,57,1878087
2023,41155,Limão,ES,Espírito Santo,serra,729,,1434521
2015,41176,Tangerina,ES,Espírito Santo,Serra,5814,683,9218727
2016,41176,Tangerina,ES,Espírito Santo,Serra,,652,5928766
2017,41176,Tangerina,ES,Espírito Santo,Serra,6762,,8858531
2018,41176,Tangerina,ES,Espírito Santo,Serra,6273,737,6790405
2019,41176,Tangerina,ES,Espírito Santo,serra,5678,,6462804
2020,41176,Tangerina,ES,Espírito Santo,Serra,5714,682,4810419
2021,41176,Tangerina,ES,Espírito Santo,Serra,6193,712,10587844
2022,41176,Tangerina,ES,Espírito Santo,Serra,6881,760,11475417
2023,41176,Tangerina,ES,Espírito Santo,Serra,7064,716,4729910
2015,41160,Pomelo,ES,Espírito Santo,Serra,805,169,799334
2016,41160,Pomelo,ES,Espírito Santo,Serra,997,162,1528161
2017,41160,Pomelo,ES,Espírito Santo,Serra,921,175,1397046
2018,41160,Pomelo,ES,Espírito Santo,Serra,1012,,1340514
2019,41160,Pomelo,ES,Espírito Santo,Serra,867,175,1613945
2020,41160,Pomelo,ES,Espírito Santo,Serra,893,167,1346964
2021,41160,Pomelo,ES,Espírito Santo,Serra,980,146,620625
2022,41160,Pomelo,ES,Espírito Santo,Serra,903,163,1048608
2023,41160,Pomelo,ES,Espírito Santo,Serra,,165,886855
2015,41151,Laranja,ES,Espírito Santo,VILA VELHA,11986,,11189691
2016,41151,Laranja,ES,Espírito Santo,vila velha,11190,,13363606
2017,41151,Laranja,ES,Espírito Santo,Vila Velha,13321,680,7299816
2018,41151,Laranja,ES,Espírito Santo,Vila Velha,11348,716,10746829
2019,41151,Laranja,ES,Espírito Santo,Vila Velha,12447,705,12919858
2020,41151,Laranja,ES,Espírito Santo,Vila Velha,10641,807,7670926
2021,41151,Laranja,ES,Espírito Santo,Vila Velha,11035,704,10309673
2022,41151,Laranja,ES,Espírito Santo,Vila Velha,12285,729,7789236
2023,41151,Laranja,ES,Espírito Santo,Vila Velha,12691,770,11011730
2015,41155,Limão,ES,Espírito Santo,Vila Velha,-,198,1129025
2016,41155,Limão,ES,Espírito Santo,Vila Velha,762,207,868207
2017,41155,Limão,ES,Espírito Santo,Vila Velha,971,219,1619137
2018,41155,Limão,ES,Espírito Santo,VILA VELHA,715,199,547646
2019,41155,Limão,ES,Espírito Santo,Vila Velha,877,191,1227298
2020,41155,Limão,ES,Espírito Santo,VILA VELHA,877,203,616754
2021,41155,Limão,ES,Espírito Santo,Vila Velha,797,214,1136715
2022,41155,Limão,ES,Espírito Santo,Vila Velha,769,222,1481632
2023,41155,Limão,ES,Espírito Santo,Vila Velha,859,229,886494
2015,41176,Tangerina,ES,Espírito Santo,Vila Velha,3945,707,4389896
2016,41176,Tangerina,ES,Espírito Santo,VILA VELHA,3293,717,5512324
2017,41176,Tangerina,ES,Espírito Santo,Vila Velha,3831,692,2428838
2018,41176,Tangerina,ES,Espírito Santo,VILA VELHA,3748,685,6881722
2019,41176,Tangerina,ES,Espírito Santo,Vila Velha,3756,672,7413785
2020,41176,Tangerina,ES,Espírito Santo,Vila Velha,3791,666,5847258
2021,41176,Tangerina,ES,Espírito Santo,Vila Velha,4054,680,3350279
2022,41176,Tangerina,ES,Espírito Santo,Vila Velha,3581,682,5249654
2023,41176,Tangerina,ES,Espírito Santo,Vila Velha,3371,681,
2015,41160,Pomelo,ES,Espírito Santo,Vila Velha,870,307,943741
2016,41160,Pomelo,ES,Espírito Santo,Vila Velha,956,,587455
2017,41160,Pomelo,ES,Espírito Santo,Vila Velha,952,298,1388096
2018,41160,Pomelo,ES,Espírito Santo,Vila Velha,1071,299,1321212
2019,41160,Pomelo,ES,Espírito Santo,VILA VELHA,1113,281,1303681
2020,41160,Pomelo,ES,Espírito Santo,Vila Velha,1110,277,1891807
2021,41160,Pomelo,ES,Espírito Santo,Vila Velha,915,279,611087
2022,41160,Pomelo,ES,Espírito Santo,vila velha,975,278,719507
2023,41160,Pomelo,ES,Espírito Santo,Vila Velha,1056,280,1714612
2015,41151,Laranja,ES,Espírito Santo,Cariacica,9339,994,7959370
2016,41151,Laranja,ES,Espírito Santo,cariacica,8080,947,8074093
2017,41151,Laranja,ES,Espírito Santo,Cariacica,7103,972,4301458
2018,41151,Laranja,ES,Espírito Santo,Cariacica,8226,1001,5693601
2019,41151,Laranja,ES,Espírito Santo,Cariacica,7533,1041,6201685
2020,41151,Laranja,ES,Espírito Santo,Cariacica,9223,1008,5604202
2021,41151,Laranja,ES,Espírito Santo,Cariacica,9289,1071,7085794
2022,41151,Laranja,ES,Espírito Santo,Cariacica,9104,1050,6666121
2023,41151,Laranja,ES,Espírito Santo,Cariacica,8138,1119,
2015,41155,Limão,ES,Espírito Santo,Cariacica,309,160,392108
2016,41155,Limão,ES,Espírito Santo,Cariacica,347,157,348445
2017,41155,Limão,ES,Espírito Santo,Cariacica,304,141,275356
2018,41155,Limão,ES,Espírito Santo,Cariacica,323,140,497200
2019,41155,Limão,ES,Espírito Santo,Cariacica,329,,622571
2020,41155,Limão,ES,Espírito Santo,Cariacica,312,152,581365
2021,41155,Limão,ES,Espírito Santo,Cariacica,258,151,330495
2022,41155,Limão,ES,Espírito Santo,Cariacica,331,152,282533
2023,41155,Limão,ES,Espírito Santo,cariacica,319,149,217146
2015,41176,Tangerina,ES,Espírito Santo,Cariacica,5912,736,8043290
2016,41176,Tangerina,ES,Espírito Santo,Cariacica,5787,740,9115292
2017,41176,Tangerina,ES,Espírito Santo,Cariacica,7068,806,11455373
2018,41176,Tangerina,ES,Espírito Santo,Cariacica,6861,793,9882408
2019,41176,Tangerina,ES,Espírito Santo,Cariacica,6784,787,7259234
2020,41176,Tangerina,ES,Espírito Santo,Cariacica,7759,864,4757651
2021,41176,Tangerina,ES,Espírito Santo,Cariacica,6278,859,4599250
2022,41176,Tangerina,ES,Espírito Santo,Cariacica,7406,793,6289263
2023,41176,Tangerina,ES,Espírito Santo,Cariacica,6657,811,4656190
2015,41160,Pomelo,ES,Espírito Santo,Cariacica,1118,351,2154233
2016,41160,Pomelo,ES,Espírito Santo,Cariacica,1276,348,1102381
2017,41160,Pomelo,ES,Espírito Santo,cariacica,1274,322,2258305
2018,41160,Pomelo,ES,Espírito Santo,Cariacica,,335,2100821
2019,41160,Pomelo,ES,Espírito Santo,Cariacica,1237,329,1945531
2020,41160,Pomelo,ES,Espírito Santo,Cariacica,1418,322,1807327
2021,41160,Pomelo,ES,Espírito Santo,Cariacica,1426,376,1066901
2022,41160,Pomelo,ES,Espírito Santo,Cariacica,1470,318,2402973
2023,41160,Pomelo,ES,Espírito Santo,CARIACICA,1172,379,2046851
2015,41151,Laranja,ES,Espírito Santo,Cachoeiro de Itapemirim,17390,1028,11936600
2016,41151,Laranja,ES,Espírito Santo,Cachoeiro de Itapemirim,17889,952,7910104
2017,41151,Laranja,ES,Espírito Santo,Cachoeiro de Itapemirim,20507,1064,18403184
2018,41151,Laranja,ES,Espírito Santo,Cachoeiro de Itapemirim,19278,935,11991920
2019,41151,Laranja,ES,Espírito Santo,Cachoeiro de Itapemirim,16612,1005,16962843
2020,41151,Laranja,ES,Espírito Santo,CACHOEIRO DE ITAPEMIRIM,16344,1085,9359131
2021,41151,Laranja,ES,Espírito Santo,Cachoeiro de Itapemirim,20232,932,18724510
2022,41151,Laranja,ES,Espírito Santo,Cachoeiro de Itapemirim,17008,942,18382028
2023,41151,Laranja,ES,Espírito Santo,cachoeiro de itapemirim,20965,920,19685453
2015,41155,Limão,ES,Espírito Santo,Cachoeiro de Itapemirim,1699,347,1709644
2016,41155,Limão,ES,Espírito Santo,Cachoeiro de Itapemirim,2262,297,3552195
2017,41155,Limão,ES,Espírito Santo,CACHOEIRO DE ITAPEMIRIM,1897,341,3629287
2018,41155,Limão,ES,Espírito Santo,Cachoeiro de Itapemirim,1849,360,1130275
2019,41155,Limão,ES,Espírito Santo,Cachoeiro de Itapemirim,,299,1765142
2020,41155,Limão,ES,Espírito Santo,Cachoeiro de Itapemirim,2038,298,3817210
2021,41155,Limão,ES,Espírito Santo,Cachoeiro de Itapemirim,2044,316,2140752
2022,41155,Limão,ES,Espírito Santo,Cachoeiro de Itapemirim,1747,326,2787469
2023,41155,Limão,ES,Espírito Santo,Cachoeiro de Itapemirim,1998,310,2701622
2015,41176,Tangerina,ES,Espírito Santo,Cachoeiro de Itapemirim,7020,267,10316283
2016,41176,Tangerina,ES,Espírito Santo,Cachoeiro de Itapemirim,6326,288,9759035
2017,41176,Tangerina,ES,Espírito Santo,Cachoeiro de Itapemirim,6818,302,13180426
2018,41176,Tangerina,ES,Espírito Santo,Cachoeiro de Itapemirim,6639,302,10783838
2019,41176,Tangerina,ES,Espírito Santo,Cachoeiro de Itapemirim,7281,276,13988892
2020,41176,Tangerina,ES,Espírito Santo,Cachoeiro de Itapemirim,7488,267,13528991
2021,41176,Tangerina,ES,Espírito Santo,CACHOEIRO DE ITAPEMIRIM,7047,288,6911494
2022,41176,Tangerina,ES,Espírito Santo,Cachoeiro de Itapemirim,6933,314,10032528
2023,41176,Tangerina,ES,Espírito Santo,CACHOEIRO DE ITAPEMIRIM,6714,285,6459270
2015,41160,Pomelo,ES,Espírito Santo,Cachoeiro de Itapemirim,1262,325,1655898
2016,41160,Pomelo,ES,Espírito Santo,cachoeiro de itapemirim,1289,342,2510997
2017,41160,Pomelo,ES,Espírito Santo,Cachoeiro de Itapemirim,1418,348,2544875
2018,41160,Pomelo,ES,Espírito Santo,Cachoeiro de Itapemirim,1481,359,2771630
2019,41160,Pomelo,ES,Espírito Santo,Cachoeiro de Itapemirim,1526,381,1872773
2020,41160,Pomelo,ES,Espírito Santo,Cachoeiro de Itapemirim,1397,,2261966
2021,41160,Pomelo,ES,Espírito Santo,Cachoeiro de Itapemirim,1358,366,1158350
2022,41160,Pomelo,ES,Espírito Santo,Cachoeiro de Itapemirim,1303,352,815815
2023,41160,Pomelo,ES,Espírito Santo,CACHOEIRO DE ITAPEMIRIM,1453,344,2310812
2015,41151,Laranja,ES,Espírito Santo,Linhares,10746,556,8352899
2016,41151,Laranja,ES,Espírito Santo,Linhares,11267,602,7485239
2017,41151,Laranja,ES,Espírito Santo,LINHARES,9774,591,9817552
2018,41151,Laranja,ES,Espírito Santo,Linhares,9522,592,7749398
2019,41151,Laranja,ES,Espírito Santo,Linhares,10350,529,8380593
2020,41151,Laranja,ES,Espírito Santo,Linhares,8661,569,6079138
2021,41151,Laranja,ES,Espírito Santo,Linhares,10259,564,7131018
2022,41151,Laranja,ES,Espírito Santo,Linhares,9724,608,6902416
2023,41151,Laranja,ES,Espírito Santo,Linhares,10378,531,9092235
2015,41155,Limão,ES,Espírito Santo,Linhares,274,355,239653
2016,41155,Limão,ES,Espírito Santo,Linhares,271,349,480612
2017,41155,Limão,ES,Espírito Santo,Linhares,284,319,224435
2018,41155,Limão,ES,Espírito Santo,Linhares,360,328,662783
2019,41155,Limão,ES,Espírito Santo,Linhares,330,336,498329
2020,41155,Limão,ES,Espírito Santo,Linhares,286,341,486799
2021,41155,Limão,ES,Espírito Santo,Linhares,315,328,313094
2022,41155,Limão,ES,Espírito Santo,Linhares,275,331,300031
2023,41155,Limão,ES,Espírito Santo,LINHARES,-,332,196261
2015,41176,Tangerina,ES,Espírito Santo,Linhares,3778,502,3060260
2016,41176,Tangerina,ES,Espírito Santo,Linhares,3696,496,4108620
2017,41176,Tangerina,ES,Espírito Santo,LINHARES,3818,435,5944448
2018,41176,Tangerina,ES,Espírito Santo,Linhares,3865,515,5406624
2019,41176,Tangerina,ES,Espírito Santo,Linhares,4118,512,2919313
2020,41176,Tangerina,ES,Espírito Santo,Linhares,3671,440,5017030
2021,41176,Tangerina,ES,Espírito Santo,Linhares,3624,473,3757154
2022,41176,Tangerina,ES,Espírito Santo,Linhares,3791,479,2274918
2023,41176,Tangerina,ES,Espírito Santo,Linhares,4331,485,3491503
2015,41160,Pomelo,ES,Espírito Santo,Linhares,1294,351,1897461
2016,41160,Pomelo,ES,Espírito Santo,Linhares,1381,,1646066
2017,41160,Pomelo,ES,Espírito Santo,Linhares,1364,327,1115468
2018,41160,Pomelo,ES,Espírito Santo,Linhares,1143,348,1407597
2019,41160,Pomelo,ES,Espírito Santo,Linhares,1349,326,
2020,41160,Pomelo,ES,Espírito Santo,Linhares,1174,380,1931026
2021,41160,Pomelo,ES,Espírito Santo,Linhares,1497,384,2024211
2022,41160,Pomelo,ES,Espírito Santo,Linhares,1508,348,1106445
2023,41160,Pomelo,ES,Espírito Santo,Linhares,1191,350,1040735
2015,41151,Laranja,ES,Espírito Santo,Colatina,9133,1554,6317697
2016,41151,Laranja,ES,Espírito Santo,COLATINA,8798,1342,7582724
2017,41151,Laranja,ES,Espírito Santo,Colatina,7143,1619,8452775
2018,41151,Laranja,ES,Espírito Santo,Colatina,7898,1548,4282703
2019,41151,Laranja,ES,Espírito Santo,Colatina,9182,1352,10221612
2020,41151,Laranja,ES,Espírito Santo,Colatina,7371,1439,4476353
2021,41151,Laranja,ES,Espírito Santo,Colatina,8281,1434,6381737
2022,41151,Laranja,ES,Espírito Santo,Colatina,6963,1344,4536504
2023,41151,Laranja,ES,Espírito Santo,Colatina,6928,1399,4613162
2015,41155,Limão,ES,Espírito Santo,Colatina,155,141,95227
2016,41155,Limão,ES,Espírito Santo,Colatina,204,144,297733
2017,41155,Limão,ES,Espírito Santo,Colatina,177,154,181884
2018,41155,Limão,ES,Espírito Santo,COLATINA,187,136,357967
2019,41155,Limão,ES,Espírito Santo,Colatina,170,134,249113
2020,41155,Limão,ES,Espírito Santo,Colatina,174,151,272489
2021,41155,Limão,ES,Espírito Santo,Colatina,183,136,279956
2022,41155,Limão,ES,Espírito Santo,Colatina,206,136,147744
2023,41155,Limão,ES,Espírito Santo,Colatina,201,149,227942
2015,41176,Tangerina,ES,Espírito Santo,Colatina,6908,169,9644841
2016,41176,Tangerina,ES,Espírito Santo,COLATINA,6381,197,8753299
2017,41176,Tangerina,ES,Espírito Santo,Colatina,7354,194,13810934
2018,41176,Tangerina,ES,Espírito Santo,colatina,6515,204,5229246
2019,41176,Tangerina,ES,Espírito Santo,Colatina,6765,188,12824462
2020,41176,Tangerina,ES,Espírito Santo,Colatina,-,183,5407520
2021,41176,Tangerina,ES,Espírito Santo,Colatina,5982,187,7367534
2022,41176,Tangerina,ES,Espírito Santo,Colatina,5406,201,8046236
2023,41176,Tangerina,ES,Espírito Santo,Colatina,5782,172,6617500
2015,41160,Pomelo,ES,Espírito Santo,Colatina,1371,306,2511813
2016,41160,Pomelo,ES,Espírito Santo,colatina,1037,303,2014449
2017,41160,Pomelo,ES,Espírito Santo,Colatina,1043,285,1687242
2018,41160,Pomelo,ES,Espírito Santo,COLATINA,1269,306,2328729
2019,41160,Pomelo,ES,Espírito Santo,Colatina,1137,326,1844653
2020,41160,Pomelo,ES,Espírito Santo,Colatina,1228,337,1715949
2021,41160,Pomelo,ES,Espírito Santo,Colatina,1295,338,1200078
2022,41160,Pomelo,ES,Espírito Santo,Colatina,1169,292,793533
2023,41160,Pomelo,ES,Espírito Santo,Colatina,1325,294,1742038
2015,41151,Laranja,ES,Espírito Santo,Guarapari,12787,909,14228544
2016,41151,Laranja,ES,Espírito Santo,Guarapari,10711,1057,10427408
2017,41151,Laranja,ES,Espírito Santo,Guarapari,10910,965,8814871
2018,41151,Laranja,ES,Espírito Santo,Guarapari,13640,1005,10937990
2019,41151,Laranja,ES,Espírito Santo,Guarapari,11142,935,7357764
2020,41151,Laranja,ES,Espírito Santo,Guarapari,13762,943,9298850
2021,41151,Laranja,ES,Espírito Santo,Guarapari,12003,985,9192896
2022,41151,Laranja,ES,Espírito Santo,Guarapari,11600,1053,13256894
2023,41151,Laranja,ES,Espírito Santo,Guarapari,12506,976,7575353
2015,41155,Limão,ES,Espírito Santo,Guarapari,1683,407,2450327
2016,41155,Limão,ES,Espírito Santo,Guarapari,1467,412,1601006
2017,41155,Limão,ES,Espírito Santo,Guarapari,1460,397,1544962
2018,41155,Limão,ES,Espírito Santo,Guarapari,1596,381,2622468
2019,41155,Limão,ES,Espírito Santo,Guarapari,1757,,1679087
2020,41155,Limão,ES,Espírito Santo,Guarapari,1458,340,1291166
2021,41155,Limão,ES,Espírito Santo,Guarapari,1685,358,2885368
2022,41155,Limão,ES,Espírito Santo,Guarapari,1585,371,985999
2023,41155,Limão,ES,Espírito Santo,GUARAPARI,1918,410,3365272
2015,41176,Tangerina,ES,Espírito Santo,Guarapari,2960,940,5309033
2016,41176,Tangerina,ES,Espírito Santo,guarapari,3615,840,4418348
2017,41176,Tangerina,ES,Espírito Santo,Guarapari,3785,932,7301084
